trend_window,d_threshold,r2_threshold,ema_window,m,M,r,k1,k2,r2_floor,mean_ann_ret,win_rate,total_trades
60,0.001,0.6,30,0.5,10,3,2.0,2.0,0.4,-0.00022638192555950946,0.3939393939393939,66
60,0.003,0.6,20,0.5,10,3,2.0,2.5,0.3,-0.0002311811751767312,0.37037037037037035,81
60,0.001,0.5,30,0.5,10,3,2.0,2.0,0.3,-0.0004083358247621109,0.4069767441860465,86
60,0.001,0.6,20,0.5,5,3,2.0,2.5,0.3,-0.00041167993025674016,0.3979591836734694,98
40,0.003,0.5,30,0.5,10,3,2.0,2.0,0.4,-0.000482699288936381,0.3076923076923077,39
60,0.003,0.6,20,0.5,10,3,2.0,2.0,0.3,-0.0006950778746079732,0.3218390804597701,87
60,0.001,0.6,30,1.0,5,3,2.0,2.5,0.3,-0.0007527826920925326,0.3181818181818182,22
60,0.001,0.6,30,1.0,10,3,2.0,2.0,0.4,-0.0007536814132962119,0.32,25
60,0.003,0.6,30,0.5,10,3,2.0,2.5,0.4,-0.0007577820642263742,0.3617021276595745,47
60,0.003,0.5,20,0.5,10,3,2.0,2.0,0.3,-0.000766520178192836,0.35353535353535354,99
60,0.003,0.5,20,1.0,10,3,2.0,3.0,0.3,-0.000886026590056272,0.3333333333333333,51
60,0.003,0.6,20,1.0,10,3,2.0,3.0,0.3,-0.0010435921133221176,0.3181818181818182,44
40,0.003,0.5,30,0.5,10,3,2.0,2.0,0.3,-0.001073057320727254,0.3076923076923077,39
60,0.001,0.6,30,0.5,10,3,2.0,2.0,0.3,-0.0012220419862538634,0.3787878787878788,66
60,0.003,0.6,30,0.5,10,3,2.0,2.5,0.3,-0.001302742832840721,0.3404255319148936,47
60,0.001,0.6,30,1.0,10,3,2.0,2.0,0.3,-0.001438223428606136,0.32,25
60,0.001,0.5,30,1.0,5,3,2.0,2.5,0.3,-0.0015132827494632123,0.30303030303030304,33
60,0.001,0.6,20,1.0,5,3,2.0,3.0,0.3,-0.001527756337570728,0.3617021276595745,47
60,0.003,0.6,30,1.0,10,3,2.0,2.0,0.4,-0.0015479550651475253,0.2777777777777778,18
60,0.001,0.5,20,1.0,10,3,2.0,2.0,0.4,-0.0016002319143576527,0.38961038961038963,77
60,0.001,0.5,30,1.0,10,3,2.0,2.0,0.4,-0.0016203530251798462,0.35135135135135137,37
60,0.001,0.5,30,1.0,5,3,2.0,3.0,0.4,-0.001694706796450291,0.36363636363636365,33
60,0.001,0.5,30,1.0,5,3,2.0,2.5,0.4,-0.0017003249359847465,0.30303030303030304,33
60,0.003,0.5,30,1.0,10,3,2.0,2.5,0.3,-0.0017938794919839394,0.2916666666666667,24
60,0.001,0.6,30,1.0,5,3,2.0,2.0,0.4,-0.00182451676122011,0.2727272727272727,22
60,0.003,0.5,30,1.0,10,3,2.0,3.0,0.4,-0.0018770005531170513,0.3333333333333333,24
60,0.003,0.5,30,1.0,10,3,2.0,2.5,0.4,-0.0018770105052813785,0.2916666666666667,24
60,0.003,0.5,30,1.0,10,3,2.0,3.0,0.3,-0.001991068050318074,0.3333333333333333,24
60,0.001,0.5,20,0.5,5,3,2.0,2.0,0.4,-0.002112780936529643,0.3888888888888889,126
60,0.003,0.6,30,1.0,5,3,2.0,2.0,0.4,-0.002199296521771779,0.25,16
60,0.003,0.6,30,1.0,10,3,2.0,2.0,0.3,-0.0022324970804574493,0.2777777777777778,18
60,0.001,0.5,30,1.0,10,3,2.0,2.0,0.3,-0.0023009315199152714,0.35135135135135137,37
60,0.001,0.6,30,1.0,5,3,2.0,2.0,0.3,-0.002502919535345094,0.2727272727272727,22
60,0.001,0.6,20,1.0,10,3,2.0,2.0,0.4,-0.0026852091843920173,0.35,60
60,0.001,0.5,20,1.0,10,3,2.0,2.0,0.3,-0.002735135976175054,0.37662337662337664,77
60,0.003,0.6,30,1.0,5,3,2.0,2.0,0.3,-0.002877699295896763,0.25,16
60,0.003,0.5,30,1.0,10,3,2.0,2.0,0.4,-0.002986948455161157,0.3333333333333333,24
60,0.001,0.5,30,1.0,5,3,2.0,2.0,0.4,-0.0030671284288350162,0.30303030303030304,33
60,0.003,0.6,30,1.0,5,3,2.0,3.0,0.4,-0.0030806305928642924,0.3125,16
60,0.003,0.6,30,0.5,10,3,2.0,2.0,0.4,-0.0031967155261138666,0.3191489361702128,47
60,0.001,0.5,20,0.5,5,3,2.0,2.0,0.3,-0.0032099726420889863,0.38095238095238093,126
60,0.003,0.5,30,0.5,10,3,2.0,2.5,0.3,-0.0032743158808144182,0.32142857142857145,56
60,0.003,0.6,30,1.0,5,3,2.0,2.5,0.4,-0.0032790105869919817,0.25,16
60,0.003,0.5,30,0.5,10,3,2.0,2.5,0.4,-0.0033715229294115513,0.3392857142857143,56
60,0.003,0.5,30,1.0,10,3,2.0,2.0,0.3,-0.0036675269498965823,0.3333333333333333,24
60,0.001,0.6,20,1.0,10,3,2.0,2.0,0.3,-0.003678692551668614,0.3333333333333333,60
60,0.001,0.5,30,1.0,5,3,2.0,2.0,0.3,-0.003741603228792023,0.30303030303030304,33
60,0.001,0.5,30,0.5,5,3,2.0,2.0,0.4,-0.0037640468725173262,0.3698630136986301,73
60,0.003,0.6,20,1.0,10,3,2.0,2.5,0.4,-0.0038530063252444715,0.3111111111111111,45
60,0.001,0.6,20,0.5,5,3,2.0,2.0,0.4,-0.0038884020878447384,0.3584905660377358,106
60,0.003,0.6,30,1.0,5,3,2.0,3.0,0.3,-0.004148542237551555,0.3125,16
60,0.003,0.6,30,1.0,5,3,2.0,2.5,0.3,-0.0041494230303600705,0.25,16
60,0.003,0.6,30,0.5,10,3,2.0,2.0,0.3,-0.004188945032889715,0.2978723404255319,47
60,0.003,0.6,30,0.5,5,3,2.0,3.0,0.4,-0.004265443972777751,0.35,40
60,0.001,0.5,20,1.0,5,3,2.0,2.5,0.3,-0.004399377718519924,0.3548387096774194,62
60,0.003,0.6,20,1.0,10,3,2.0,2.5,0.3,-0.004427912438796305,0.28888888888888886,45
60,0.001,0.6,30,0.5,5,3,2.0,2.0,0.4,-0.004575592313972556,0.3392857142857143,56
60,0.003,0.6,30,0.5,5,3,2.0,3.0,0.3,-0.00462879152293273,0.325,40
60,0.003,0.5,30,0.5,10,3,2.0,2.0,0.4,-0.004631575485234814,0.3448275862068966,58
60,0.003,0.5,30,1.0,5,3,2.0,2.0,0.4,-0.004656067551339034,0.2727272727272727,22
60,0.001,0.5,30,0.5,5,3,2.0,2.0,0.3,-0.00483847298583082,0.3561643835616438,73
60,0.001,0.6,20,0.5,5,3,2.0,2.0,0.3,-0.004873473830184339,0.3490566037735849,106
60,0.003,0.5,20,0.5,5,3,2.0,3.0,0.4,-0.00500432135479445,0.36363636363636365,77
60,0.001,0.5,20,1.0,5,3,2.0,2.5,0.4,-0.005026373367332544,0.3709677419354839,62
60,0.003,0.6,20,1.0,10,3,2.0,2.0,0.4,-0.005070936014837583,0.26666666666666666,45
60,0.001,0.6,20,1.0,5,3,2.0,2.5,0.4,-0.005284822018974967,0.3673469387755102,49
60,0.003,0.5,30,1.0,5,3,2.0,2.0,0.3,-0.0053305423512960415,0.2727272727272727,22
60,0.001,0.6,30,0.5,5,3,2.0,2.0,0.3,-0.0055384151808203835,0.32142857142857145,56
60,0.003,0.5,30,0.5,10,3,2.0,2.0,0.3,-0.005727626623693416,0.3275862068965517,58
60,0.003,0.5,20,0.5,5,3,2.0,3.0,0.3,-0.005804494344110949,0.36363636363636365,77
60,0.003,0.5,20,1.0,10,3,2.0,2.5,0.3,-0.005933375818751665,0.2962962962962963,54
60,0.003,0.5,20,1.0,10,3,2.0,2.0,0.4,-0.005965312952900283,0.3090909090909091,55
60,0.003,0.5,20,1.0,10,3,2.0,2.5,0.4,-0.00597639897279466,0.3148148148148148,54
60,0.001,0.6,20,1.0,5,3,2.0,2.5,0.3,-0.005985545381930647,0.3469387755102041,49
60,0.003,0.6,20,1.0,10,3,2.0,2.0,0.3,-0.006064209600668631,0.24444444444444444,45
60,0.003,0.5,30,0.5,5,3,2.0,3.0,0.3,-0.006169565218289276,0.32653061224489793,49
60,0.003,0.6,20,0.5,5,3,2.0,2.0,0.4,-0.006295232639918232,0.3026315789473684,76
60,0.003,0.6,20,1.0,5,3,2.0,3.0,0.4,-0.006453395279355191,0.3055555555555556,36
60,0.001,0.5,20,1.0,5,3,2.0,2.0,0.4,-0.006552064046766535,0.31746031746031744,63
60,0.003,0.5,30,0.5,5,3,2.0,3.0,0.4,-0.0066283264065669645,0.3469387755102041,49
60,0.003,0.5,30,1.0,5,3,2.0,3.0,0.4,-0.006663604172079476,0.2727272727272727,22
60,0.003,0.5,20,1.0,5,3,2.0,3.0,0.4,-0.006688974562797045,0.3023255813953488,43
60,0.003,0.5,30,1.0,5,3,2.0,3.0,0.3,-0.0067569756466951715,0.2727272727272727,22
60,0.003,0.5,30,1.0,5,3,2.0,2.5,0.3,-0.006757220747898085,0.22727272727272727,22
60,0.003,0.6,30,0.5,5,3,2.0,2.0,0.4,-0.006765325977552996,0.25,40
60,0.003,0.6,20,0.5,5,3,2.0,3.0,0.4,-0.006835194971215702,0.3382352941176471,68
60,0.003,0.5,30,1.0,5,3,2.0,2.5,0.4,-0.006861361782661008,0.22727272727272727,22
60,0.003,0.5,20,1.0,10,3,2.0,2.0,0.3,-0.007089892629692384,0.2909090909090909,55
60,0.003,0.6,30,0.5,5,3,2.0,2.5,0.4,-0.007218058399968252,0.325,40
60,0.003,0.6,20,0.5,5,3,2.0,2.0,0.3,-0.007279337864061492,0.2894736842105263,76
60,0.003,0.6,20,0.5,5,3,2.0,3.0,0.3,-0.007388444362562831,0.3382352941176471,68
60,0.003,0.5,20,0.5,5,3,2.0,2.0,0.4,-0.007436034469907014,0.34444444444444444,90
60,0.001,0.5,20,1.0,5,3,2.0,2.0,0.3,-0.007655424318843498,0.30158730158730157,63
60,0.003,0.6,30,0.5,5,3,2.0,2.0,0.3,-0.00772794251109516,0.225,40
60,0.003,0.6,30,0.5,5,3,2.0,2.5,0.3,-0.007884107297722967,0.3,40
60,0.003,0.6,20,1.0,5,3,2.0,3.0,0.3,-0.00789940465585759,0.2777777777777778,36
60,0.003,0.5,30,0.5,5,3,2.0,2.0,0.4,-0.007934337064962,0.3,50
60,0.001,0.6,20,1.0,5,3,2.0,2.0,0.4,-0.007954216035963444,0.2857142857142857,49
60,0.003,0.5,20,1.0,5,3,2.0,3.0,0.3,-0.00837854775818261,0.27906976744186046,43
60,0.003,0.5,20,0.5,5,3,2.0,2.0,0.3,-0.008522442491049375,0.3333333333333333,90
60,0.003,0.6,20,0.5,5,3,2.0,2.5,0.4,-0.008541801214205114,0.3380281690140845,71
60,0.001,0.6,20,1.0,5,3,2.0,2.0,0.3,-0.008920782076538174,0.2653061224489796,49
60,0.003,0.5,30,0.5,5,3,2.0,2.0,0.3,-0.008998966273995138,0.28,50
60,0.003,0.6,20,0.5,5,3,2.0,2.5,0.3,-0.009015106424852136,0.3380281690140845,71
60,0.003,0.5,30,0.5,5,3,2.0,2.5,0.3,-0.009473578645382131,0.30612244897959184,49
60,0.003,0.6,20,1.0,5,3,2.0,2.0,0.4,-0.009579180755998729,0.1891891891891892,37
60,0.003,0.5,30,0.5,5,3,2.0,2.5,0.4,-0.009620505570631654,0.32653061224489793,49
60,0.003,0.5,20,0.5,5,3,2.0,2.5,0.3,-0.009766179630850592,0.3493975903614458,83
60,0.003,0.5,20,0.5,5,3,2.0,2.5,0.4,-0.010084416737376763,0.3493975903614458,83
60,0.003,0.6,20,1.0,5,3,2.0,2.0,0.3,-0.01054573814058837,0.16216216216216217,37
60,0.003,0.6,20,1.0,5,3,2.0,2.5,0.4,-0.010952454839007161,0.2702702702702703,37
60,0.003,0.5,20,1.0,5,3,2.0,2.0,0.4,-0.011403132477915764,0.2222222222222222,45
60,0.003,0.6,20,1.0,5,3,2.0,2.5,0.3,-0.011652229075531872,0.24324324324324326,37
60,0.003,0.5,20,1.0,5,3,2.0,2.0,0.3,-0.012497237569790574,0.2,45
60,0.003,0.5,20,1.0,5,3,2.0,2.5,0.3,-0.013793385647907948,0.24444444444444444,45
60,0.003,0.5,20,1.0,5,3,2.0,2.5,0.4,-0.013882888683784487,0.26666666666666666,45
